driver_id,car_model,active_drive,rides_count,total_earnings,avg_fare,tot_distance,avg_distance,avg_duration,avg_rating,driver_type,earnings_per_km,distance_per_ride
114,Skoda Rapid,True,317,110571.92,348.8073186119874,1853.08,5.845678233438486,19.80441640378549,4.66,flexible,59.669264144019685,5.845678233438486
115,Renault Logan,True,278,99645.71,358.4378057553957,1682.77,6.053129496402877,20.431654676258994,4.88,flexible,59.21528788842207,6.053129496402877
116,Hyundai Solaris,True,296,111581.75,376.9653716216216,1928.01,6.513547297297297,22.01689189189189,4.29,night,57.87405148313546,6.513547297297297
117,Hyundai Solaris,True,319,112234.82,351.8332915360502,1883.26,5.903636363636363,20.053291536050157,4.81,flexible,59.59603028790502,5.903636363636363
118,Renault Logan,True,303,103982.06,343.17511551155116,1729.57,5.708151815181518,19.405940594059405,4.25,night,60.12018016038669,5.708151815181518
119,Skoda Rapid,True,333,127197.09,381.97324324324325,2204.02,6.618678678678679,22.666666666666668,4.87,morning,57.71140461520313,6.618678678678679
120,Skoda Rapid,True,313,106365.49,339.82584664536745,1757.12,5.613801916932907,19.05111821086262,4.46,evening,60.53399312511383,5.613801916932907
121,Lada Vesta,True,323,109306.35,338.40975232198144,1802.23,5.579659442724458,19.238390092879257,4.4,flexible,60.65061063238322,5.579659442724458
122,VW Polo,True,292,111782.88,382.81808219178083,1934.61,6.625376712328767,22.684931506849313,4.83,morning,57.78057593003241,6.625376712328767
123,Renault Logan,True,330,116263.32,352.31309090909093,1951.36,5.913212121212121,20.03939393939394,4.32,evening,59.580661692358156,5.913212121212121
124,Lada Vesta,True,283,94422.36,333.6479151943463,1546.03,5.463003533568904,18.56183745583039,4.65,night,61.074080063129436,5.463003533568904
125,Kia Rio,True,308,112501.97,365.26613636363635,1915.18,6.218116883116883,21.243506493506494,4.96,flexible,58.74224354890924,6.218116883116883
126,Lada Vesta,True,307,109682.19,357.2709771986971,1853.1,6.03615635179153,20.351791530944624,4.91,night,59.18848955803789,6.03615635179153
127,Renault Logan,True,305,105933.21,347.322,1762.51,5.77872131147541,20.085245901639343,4.78,night,60.10360792279193,5.77872131147541
128,Hyundai Solaris,True,322,117202.2,363.98198757763976,2005.91,6.229534161490683,20.53726708074534,4.97,evening,58.428443948133264,6.229534161490683
129,Lada Vesta,True,302,110395.65,365.5485099337748,1873.88,6.204900662251656,21.556291390728475,4.85,evening,58.9128706213845,6.204900662251656
130,Renault Logan,True,291,103973.82,357.29835051546394,1750.22,6.014501718213059,20.766323024054984,4.43,night,59.40614322770852,6.014501718213059
131,VW Polo,True,322,115298.91,358.071149068323,1960.9,6.089751552795032,20.198757763975156,4.52,flexible,58.79897496047733,6.089751552795032
132,Hyundai Solaris,True,335,121946.29,364.01877611940296,2073.01,6.188089552238806,21.2,4.93,evening,58.825712369935495,6.188089552238806
133,VW Polo,True,312,103109.65,330.4796474358974,1683.8700000000001,5.3970192307692315,18.381410256410255,4.64,flexible,61.23373538337282,5.3970192307692315
134,Skoda Rapid,True,291,101241.55,347.9091065292096,1690.25,5.808419243986254,19.90721649484536,4.57,flexible,59.89738204407632,5.808419243986254
135,VW Polo,True,311,106101.52,341.16244372990354,1757.87,5.652315112540193,19.305466237942124,4.48,evening,60.358001444930515,5.652315112540193
136,Lada Vesta,True,310,110171.22,355.3910322580645,1858.11,5.993903225806451,20.351612903225806,4.51,flexible,59.292087120784025,5.993903225806451
137,VW Polo,True,322,119148.66,370.0268944099379,2031.49,6.308975155279503,22.009316770186334,4.7,night,58.6508720200444,6.308975155279503
138,Renault Logan,True,291,99897.8,343.29140893470793,1659.8799999999999,5.704054982817869,19.632302405498283,4.71,morning,60.1837482227631,5.704054982817869
139,Kia Rio,True,288,98162.88,340.84333333333336,1627.84,5.652222222222222,19.37847222222222,4.52,flexible,60.30253587576175,5.652222222222222
140,Kia Rio,True,337,117316.69,348.1207418397626,1952.88,5.794896142433235,19.985163204747774,4.3,flexible,60.07368092253492,5.794896142433235
141,VW Polo,True,307,107908.17,351.4924104234528,1814.27,5.909674267100977,20.026058631921824,4.27,flexible,59.47745925358409,5.909674267100977
142,VW Polo,True,305,112580.86,369.1175737704918,1920.17,6.2956393442622955,21.80983606557377,4.56,evening,58.63067332579928,6.2956393442622955
144,Hyundai Solaris,True,314,112990.7,359.84299363057323,1907.21,6.0739171974522295,21.191082802547772,4.55,evening,59.24397418218235,6.0739171974522295
145,Renault Logan,True,298,104680.27,351.2760738255034,1748.45,5.867281879194631,20.328859060402685,4.56,evening,59.87032514512854,5.867281879194631
146,Kia Rio,True,307,108128.31,352.2094788273616,1824.41,5.942703583061889,19.791530944625407,4.6,morning,59.26754950915638,5.942703583061889
147,Renault Logan,True,320,118012.07,368.78771875,2016.59,6.30184375,21.825,4.31,evening,58.52060656851418,6.30184375
148,Renault Logan,True,354,123370.12,348.5031638418079,2064.42,5.831694915254237,19.785310734463277,4.64,night,59.760184458588846,5.831694915254237
149,Hyundai Solaris,True,325,119583.59,367.9495076923077,2047.98,6.301476923076923,21.630769230769232,4.6,night,58.39099502924833,6.301476923076923
150,Renault Logan,True,281,96690.43,344.09405693950174,1614.57,5.745800711743772,19.135231316725978,4.53,morning,59.88618022135925,5.745800711743772
