date,day_of_week,time_of_day,rides_count,gmv,avg_fare,avg_dist
2024-01-09,Tuesday,2_daytime,25,9780.67,407.52791666666667,7.10625
2024-01-09,Tuesday,3_evening,32,11957.38,398.5793333333333,7.080333333333333
2024-01-09,Tuesday,4_night,14,4987.54,356.2528571428571,5.933571428571429
2024-01-10,Wednesday,1_morning,44,13966.37,317.4175,5.08840909090909
2024-01-10,Wednesday,2_daytime,41,15140.28,369.27512195121955,6.247560975609756
2024-01-10,Wednesday,3_evening,35,14136.880000000001,415.79058823529414,7.321470588235294
2024-01-10,Wednesday,4_night,11,3473.2599999999998,315.7509090909091,5.087272727272727
2024-01-11,Thursday,1_morning,29,10085.35,360.19107142857143,6.148571428571429
2024-01-11,Thursday,2_daytime,30,9700.89,323.363,5.2620000000000005
2024-01-11,Thursday,3_evening,54,20051.36,385.6030769230769,6.679423076923077
2024-01-11,Thursday,4_night,6,2345.5,390.9166666666667,6.766666666666666
2024-01-12,Friday,1_morning,39,14016.65,368.8592105263158,6.345263157894737
2024-01-12,Friday,2_daytime,40,10069.06,272.13675675675677,4.101891891891892
2024-01-12,Friday,3_evening,53,17366.54,327.67056603773585,5.337924528301888
2024-01-12,Friday,4_night,11,4583.93,416.7209090909091,7.391818181818182
2024-01-13,Saturday,1_morning,34,9903.52,291.28000000000003,4.476470588235294
2024-01-13,Saturday,2_daytime,39,12432.49,336.0132432432432,5.513783783783784
2024-01-13,Saturday,3_evening,54,17032.52,321.36830188679244,5.155094339622641
2024-01-13,Saturday,4_night,11,3485.2799999999997,316.84363636363634,5.012727272727273
2024-01-14,Sunday,1_morning,42,13810.04,336.83024390243907,5.621707317073171
2024-01-14,Sunday,2_daytime,27,10132.1,389.69615384615383,6.790384615384616
2024-01-14,Sunday,3_evening,54,22344.09,421.5866037735849,7.524150943396226
2024-01-14,Sunday,4_night,7,1439.1,205.58571428571426,2.4085714285714284
2024-01-15,Monday,1_morning,41,14610.29,356.3485365853659,6.092439024390243
2024-01-15,Monday,2_daytime,41,16237.67,405.94175,7.1267499999999995
2024-01-15,Monday,3_evening,52,17586.61,351.73220000000003,5.9538
2024-01-15,Monday,4_night,15,4506.08,300.4053333333333,4.691999999999999
2024-01-16,Tuesday,1_morning,31,9741.04,314.22709677419357,5.0125806451612895
2024-01-16,Tuesday,2_daytime,37,13589.12,377.47555555555556,6.455277777777777
2024-01-16,Tuesday,3_evening,58,19726.78,365.3107407407407,6.232222222222223
2024-01-16,Tuesday,4_night,16,6146.21,409.74733333333336,7.462
2024-01-17,Wednesday,1_morning,51,19454.77,397.0361224489796,7.030612244897959
2024-01-17,Wednesday,2_daytime,26,8648.06,345.9224,5.7176
2024-01-17,Wednesday,3_evening,41,16223.41,405.58525,7.1265
2024-01-17,Wednesday,4_night,16,6047.88,403.192,7.257333333333333
2024-01-18,Thursday,1_morning,29,9133.56,326.1985714285714,5.2875000000000005
2024-01-18,Thursday,2_daytime,41,12490.96,312.274,4.977
2024-01-18,Thursday,3_evening,52,17392.51,354.94918367346935,6.0128571428571425
2024-01-18,Thursday,4_night,11,3356.3900000000003,305.1263636363637,4.876363636363636
2024-01-19,Friday,1_morning,42,13365.13,325.97878048780484,5.254146341463414
2024-01-19,Friday,2_daytime,39,11234.28,303.6291891891892,4.81
2024-01-19,Friday,3_evening,47,16428.59,349.54446808510636,5.863829787234043
2024-01-19,Friday,4_night,8,3202.39,400.29875,7.24875
2024-01-20,Saturday,1_morning,38,14520.24,382.1115789473684,6.555526315789474
2024-01-20,Saturday,2_daytime,34,12680.22,384.2490909090909,6.6054545454545455
2024-01-20,Saturday,3_evening,47,15547.1,345.49111111111114,5.692666666666667
2024-01-20,Saturday,4_night,10,4382.93,438.293,8.059000000000001
2024-01-21,Sunday,1_morning,41,14750.13,359.7592682926829,6.203170731707317
2024-01-21,Sunday,2_daytime,38,14076.1,380.43513513513517,6.563513513513513
2024-01-21,Sunday,3_evening,56,18947.6,338.34999999999997,5.584821428571429
2024-01-21,Sunday,4_night,10,3287.23,328.723,5.271
2024-01-22,Monday,1_morning,39,11750.130000000001,309.2139473684211,4.917894736842105
2024-01-22,Monday,2_daytime,29,7718.05,275.64464285714286,4.114642857142857
2024-01-22,Monday,3_evening,44,16795.34,381.7122727272727,6.6238636363636365
2024-01-22,Monday,4_night,16,6205.24,387.8275,6.79875
2024-01-23,Tuesday,1_morning,41,14278.24,375.74315789473684,6.627631578947368
2024-01-23,Tuesday,2_daytime,30,10537.89,363.37551724137927,6.203103448275861
2024-01-23,Tuesday,3_evening,51,15387.09,320.564375,5.118958333333333
2024-01-23,Tuesday,4_night,13,4210.95,323.91923076923075,5.185384615384615
2024-01-24,Wednesday,1_morning,45,15482.94,344.06533333333334,5.796666666666667
2024-01-24,Wednesday,2_daytime,34,11031.19,324.44676470588234,5.2614705882352935
2024-01-24,Wednesday,3_evening,53,16948.39,332.3213725490196,5.513333333333334
2024-01-24,Wednesday,4_night,13,5683.51,437.19307692307694,7.9692307692307685
2024-01-25,Thursday,1_morning,35,12464.66,356.13314285714284,5.970857142857143
2024-01-25,Thursday,2_daytime,20,6439.04,338.89684210526315,5.535263157894737
2024-01-25,Thursday,3_evening,44,14362.61,350.30756097560976,5.87390243902439
2024-01-25,Thursday,4_night,10,3775.57,377.557,6.519
2024-01-26,Friday,1_morning,34,13318.15,391.71029411764704,6.8161764705882355
2024-01-26,Friday,2_daytime,39,15169.84,388.9702564102564,6.844615384615385
2024-01-26,Friday,3_evening,50,18625.58,380.11387755102044,6.644081632653061
2024-01-26,Friday,4_night,11,3419.7200000000003,310.8836363636364,4.876363636363636
2024-01-27,Saturday,1_morning,44,15969.39,371.38116279069766,6.300930232558139
2024-01-27,Saturday,2_daytime,39,11290.3,313.6194444444444,4.984722222222222
2024-01-27,Saturday,3_evening,46,15665.08,364.30418604651163,6.194651162790698
2024-01-27,Saturday,4_night,9,3287.34,365.26,6.2555555555555555
2024-01-28,Sunday,1_morning,38,10394.44,305.7188235294118,4.852647058823529
2024-01-28,Sunday,2_daytime,38,13687.6,380.2111111111111,6.515
2024-01-28,Sunday,3_evening,40,13846.54,355.0394871794872,5.93974358974359
2024-01-28,Sunday,4_night,6,2474.59,412.4316666666667,7.448333333333334
2024-01-29,Monday,1_morning,33,10786.09,337.0653125,5.5040625
2024-01-29,Monday,2_daytime,35,10898.53,330.25848484848484,5.445757575757576
2024-01-29,Monday,3_evening,38,11641.74,314.6416216216216,5.004054054054055
2024-01-29,Monday,4_night,12,4944.18,412.01500000000004,7.536666666666666
2024-01-30,Tuesday,1_morning,38,12653.04,332.9747368421053,5.429473684210526
2024-01-30,Tuesday,2_daytime,36,11687.6,333.93142857142857,5.5048571428571424
2024-01-30,Tuesday,3_evening,60,20541.75,354.1681034482759,5.861206896551724
2024-01-30,Tuesday,4_night,19,6330.900000000001,372.4058823529412,6.3999999999999995
2024-01-31,Wednesday,1_morning,40,12362.11,325.3186842105263,5.3042105263157895
2024-01-31,Wednesday,2_daytime,25,9339.76,373.5904,6.3216
2024-01-31,Wednesday,3_evening,56,18480.39,342.2294444444444,5.752777777777777
2024-01-31,Wednesday,4_night,6,2073.74,345.6233333333333,5.631666666666667
2024-02-01,Thursday,1_morning,41,15676.97,382.3651219512195,6.627317073170732
2024-02-01,Thursday,2_daytime,35,12659.48,372.3376470588235,6.432941176470588
2024-02-01,Thursday,3_evening,61,22957.58,389.11152542372884,6.797627118644068
2024-02-01,Thursday,4_night,11,3359.23,335.923,5.367
2024-02-02,Friday,1_morning,44,15887.05,369.46627906976744,6.335813953488372
2024-02-02,Friday,2_daytime,30,10541.470000000001,363.4989655172414,6.171724137931034
2024-02-02,Friday,3_evening,60,24310.51,405.17516666666666,7.241
2024-02-02,Friday,4_night,8,2327.64,332.52,5.4628571428571435
2024-02-03,Saturday,1_morning,39,14381.300000000001,368.7512820512821,6.311282051282052
2024-02-03,Saturday,2_daytime,35,12154.31,357.4797058823529,5.967941176470588
2024-02-03,Saturday,3_evening,47,15575.93,338.6071739130435,5.633913043478262
2024-02-03,Saturday,4_night,6,1685.12,280.8533333333333,4.081666666666667
2024-02-04,Sunday,1_morning,42,13314.75,324.75,5.263170731707317
2024-02-04,Sunday,2_daytime,31,9585.88,319.5293333333333,5.126
2024-02-04,Sunday,3_evening,50,14857.2,316.11063829787236,5.094468085106383
2024-02-04,Sunday,4_night,13,4359.32,363.27666666666664,6.170833333333333
2024-02-05,Monday,1_morning,26,10168.55,391.0980769230769,6.79
2024-02-05,Monday,2_daytime,35,11792.21,336.9202857142857,5.634857142857143
2024-02-05,Monday,3_evening,44,14987.68,340.6290909090909,5.658636363636363
2024-02-05,Monday,4_night,10,3899.62,389.962,6.7989999999999995
2024-02-06,Tuesday,1_morning,50,17419.67,362.90979166666665,6.091666666666666
2024-02-06,Tuesday,2_daytime,32,10855.79,361.85966666666667,6.105
2024-02-06,Tuesday,3_evening,54,17177.19,330.3305769230769,5.355384615384616
2024-02-06,Tuesday,4_night,16,4556.79,284.799375,4.318125
2024-02-07,Wednesday,1_morning,39,13424.869999999999,362.8343243243243,6.139459459459459
2024-02-07,Wednesday,2_daytime,37,12607.039999999999,340.7308108108108,5.791351351351351
2024-02-07,Wednesday,3_evening,43,16075.65,373.85232558139535,6.369767441860464
2024-02-07,Wednesday,4_night,9,2735.07,303.8966666666667,4.765555555555555
2024-02-08,Thursday,1_morning,38,13836.38,373.9562162162162,6.365135135135135
2024-02-08,Thursday,2_daytime,27,11828.78,438.102962962963,7.912592592592593
2024-02-08,Thursday,3_evening,47,15685.76,356.49454545454546,5.9804545454545455
2024-02-08,Thursday,4_night,11,3964.4700000000003,360.40636363636366,6.033636363636364
2024-02-09,Friday,1_morning,36,12969.3,370.5514285714286,6.342
2024-02-09,Friday,2_daytime,32,12775.62,425.85400000000004,7.691333333333334
2024-02-09,Friday,3_evening,44,16343.8,389.1380952380952,6.822857142857143
2024-02-09,Friday,4_night,10,2725.6,302.84444444444443,4.814444444444444
2024-02-10,Saturday,1_morning,52,16230.0,324.6,5.2425999999999995
2024-02-10,Saturday,2_daytime,32,12676.3,396.134375,6.9696875
2024-02-10,Saturday,3_evening,48,17922.92,373.39416666666665,6.475208333333334
2024-02-10,Saturday,4_night,12,3483.56,290.2966666666667,4.5225
2024-02-11,Sunday,1_morning,47,18199.81,395.6480434782609,6.84608695652174
2024-02-11,Sunday,2_daytime,35,9883.21,290.6826470588235,4.409117647058824
2024-02-11,Sunday,3_evening,52,15092.89,301.8578,4.6838
2024-02-11,Sunday,4_night,10,3573.96,357.396,6.148000000000001
2024-02-12,Monday,1_morning,39,16360.32,454.4533333333333,8.265833333333333
2024-02-12,Monday,2_daytime,37,11697.08,334.2022857142857,5.551142857142857
2024-02-12,Monday,3_evening,47,15054.87,327.27978260869565,5.275
2024-02-12,Monday,4_night,13,5311.14,442.595,8.17
2024-02-13,Tuesday,1_morning,39,13048.66,372.81885714285715,6.417714285714286
2024-02-13,Tuesday,2_daytime,26,8930.210000000001,357.20840000000004,6.0176
2024-02-13,Tuesday,3_evening,57,20825.1,365.35263157894735,6.259298245614034
2024-02-13,Tuesday,4_night,14,5461.700000000001,420.13076923076926,7.679230769230769
2024-02-14,Wednesday,1_morning,36,11363.630000000001,355.11343750000003,5.9475
2024-02-14,Wednesday,2_daytime,21,7423.58,353.50380952380954,5.889047619047619
2024-02-14,Wednesday,3_evening,68,24545.93,377.6296923076923,6.540615384615385
2024-02-14,Wednesday,4_night,15,5695.63,379.70866666666666,6.692666666666667
2024-02-15,Thursday,1_morning,33,10774.23,336.6946875,5.551875
2024-02-15,Thursday,2_daytime,30,10371.99,357.65482758620686,6.133448275862069
2024-02-15,Thursday,3_evening,44,14061.42,334.79571428571427,5.477857142857142
2024-02-15,Thursday,4_night,9,2829.9900000000002,314.4433333333334,5.0088888888888885
2024-02-16,Friday,1_morning,28,9311.3,358.12692307692305,6.162692307692307
2024-02-16,Friday,2_daytime,26,9605.880000000001,369.4569230769231,6.37
2024-02-16,Friday,3_evening,48,15502.18,337.0039130434783,5.508260869565217
2024-02-16,Friday,4_night,19,6913.2,384.06666666666666,6.5761111111111115
2024-02-17,Saturday,1_morning,30,9738.4,347.8,5.811428571428571
2024-02-17,Saturday,2_daytime,29,12168.61,419.6072413793104,7.505172413793104
2024-02-17,Saturday,3_evening,44,15137.23,344.0279545454545,5.725227272727273
2024-02-17,Saturday,4_night,9,2330.26,291.2825,4.3775
2024-02-18,Sunday,1_morning,31,10923.22,364.1073333333333,6.192333333333334
2024-02-18,Sunday,2_daytime,40,11540.26,303.69105263157894,4.757631578947368
2024-02-18,Sunday,3_evening,62,22772.41,373.3181967213115,6.405901639344262
2024-02-18,Sunday,4_night,10,3253.7200000000003,325.372,5.229
2024-02-19,Monday,1_morning,38,14590.65,405.29583333333335,7.176666666666667
2024-02-19,Monday,2_daytime,29,10330.51,356.2244827586207,6.0103448275862075
2024-02-19,Monday,3_evening,47,16871.85,366.7793478260869,6.2484782608695655
2024-02-19,Monday,4_night,12,3936.61,328.05083333333334,5.474166666666666
2024-02-20,Tuesday,1_morning,34,10838.77,328.44757575757575,5.441212121212121
2024-02-20,Tuesday,2_daytime,30,13206.84,455.408275862069,8.271379310344829
2024-02-20,Tuesday,3_evening,48,15356.39,319.92479166666664,5.208958333333333
2024-02-20,Tuesday,4_night,9,2977.87,330.8744444444444,5.216666666666667
2024-02-21,Wednesday,1_morning,43,14165.44,345.49853658536585,5.753658536585366
2024-02-21,Wednesday,2_daytime,32,10489.04,327.7825,5.3296875
2024-02-21,Wednesday,3_evening,48,15825.06,329.68874999999997,5.3914583333333335
2024-02-21,Wednesday,4_night,6,2448.32,408.05333333333334,7.4433333333333325
2024-02-22,Thursday,1_morning,41,11973.45,299.33625,4.66925
2024-02-22,Thursday,2_daytime,32,11722.32,366.3225,6.2328125
2024-02-22,Thursday,3_evening,49,16566.37,345.1327083333333,5.707291666666666
2024-02-22,Thursday,4_night,15,5529.31,368.6206666666667,6.252666666666667
2024-02-23,Friday,1_morning,37,11623.84,322.88444444444445,5.133611111111112
2024-02-23,Friday,2_daytime,23,7047.95,306.43260869565216,4.93
2024-02-23,Friday,3_evening,45,13743.05,335.1963414634146,5.546341463414635
2024-02-23,Friday,4_night,12,3480.3900000000003,290.0325,4.505833333333333
2024-02-24,Saturday,1_morning,37,11703.460000000001,316.3097297297298,5.157297297297297
2024-02-24,Saturday,2_daytime,34,11085.16,326.0341176470588,5.223235294117647
2024-02-24,Saturday,3_evening,50,16035.95,320.719,5.1496
2024-02-24,Saturday,4_night,8,2607.83,325.97875,5.33125
2024-02-25,Sunday,1_morning,36,10370.12,305.0035294117647,4.787941176470588
2024-02-25,Sunday,2_daytime,36,12325.960000000001,352.17028571428574,5.936857142857143
2024-02-25,Sunday,3_evening,51,16989.0,361.468085106383,6.1836170212765955
2024-02-25,Sunday,4_night,15,4181.82,298.70142857142855,4.718571428571429
2024-02-26,Monday,1_morning,43,17420.59,424.8924390243902,7.683414634146341
2024-02-26,Monday,2_daytime,28,10345.630000000001,397.9088461538462,7.0661538461538465
2024-02-26,Monday,3_evening,34,11789.5,346.75,5.847647058823529
2024-02-26,Monday,4_night,13,3871.95,351.99545454545455,5.846363636363637
2024-02-27,Tuesday,1_morning,39,11831.74,328.65944444444443,5.4075
2024-02-27,Tuesday,2_daytime,33,14005.26,424.4018181818182,7.658181818181818
2024-02-27,Tuesday,3_evening,45,15959.86,362.72409090909093,6.1431818181818185
2024-02-27,Tuesday,4_night,14,4632.25,330.875,5.401428571428572
2024-02-28,Wednesday,1_morning,43,14623.89,340.09046511627906,5.609767441860465
2024-02-28,Wednesday,2_daytime,28,9102.32,350.08923076923077,5.8538461538461535
2024-02-28,Wednesday,3_evening,48,17368.27,361.8389583333333,6.2129166666666675
2024-02-28,Wednesday,4_night,11,3866.58,386.658,6.726999999999999
2024-02-29,Thursday,1_morning,47,15395.28,342.11733333333336,5.664666666666666
2024-02-29,Thursday,2_daytime,34,12520.78,379.4175757575758,6.628181818181818
2024-02-29,Thursday,3_evening,43,17522.29,407.4951162790698,7.221395348837209
2024-02-29,Thursday,4_night,8,2818.55,352.31875,5.88875
2024-03-01,Friday,1_morning,38,11257.93,312.72027777777777,5.042222222222223
2024-03-01,Friday,2_daytime,27,8094.55,299.79814814814813,4.556666666666667
2024-03-01,Friday,3_evening,41,14038.3,369.428947368421,6.322105263157895
2024-03-01,Friday,4_night,10,3745.51,374.55100000000004,6.406000000000001
2024-03-02,Saturday,1_morning,45,13482.05,313.5360465116279,5.010697674418605
2024-03-02,Saturday,2_daytime,37,10991.33,333.07060606060605,5.498787878787879
2024-03-02,Saturday,3_evening,45,17612.57,400.2856818181818,7.0429545454545455
2024-03-02,Saturday,4_night,11,3827.8199999999997,347.9836363636363,5.819999999999999
2024-03-03,Sunday,1_morning,39,12338.53,342.7369444444445,5.688055555555555
2024-03-03,Sunday,2_daytime,32,11111.949999999999,370.3983333333333,6.332
2024-03-03,Sunday,3_evening,54,20861.31,393.6096226415095,6.956603773584906
2024-03-03,Sunday,4_night,10,4680.34,468.034,8.763
2024-03-04,Monday,1_morning,36,14764.39,410.1219444444444,7.224166666666666
2024-03-04,Monday,2_daytime,40,13680.03,350.77000000000004,5.878717948717949
2024-03-04,Monday,3_evening,52,23068.31,480.5897916666667,8.918958333333334
2024-03-04,Monday,4_night,23,7744.22,352.01,5.8981818181818175
2024-03-05,Tuesday,1_morning,38,10691.75,314.4632352941176,5.003529411764706
2024-03-05,Tuesday,2_daytime,32,11876.24,383.1045161290323,6.541612903225806
2024-03-05,Tuesday,3_evening,47,14242.97,309.6297826086956,4.9358695652173905
2024-03-05,Tuesday,4_night,14,5198.969999999999,371.35499999999996,6.3500000000000005
2024-03-06,Wednesday,1_morning,42,14872.74,381.3523076923077,6.621025641025642
2024-03-06,Wednesday,2_daytime,29,10576.92,364.72137931034484,6.136551724137932
2024-03-06,Wednesday,3_evening,41,13943.24,348.581,5.781000000000001
2024-03-06,Wednesday,4_night,9,3241.25,360.1388888888889,6.025555555555556
2024-03-07,Thursday,1_morning,28,8966.24,320.22285714285715,5.132142857142857
2024-03-07,Thursday,2_daytime,33,11287.04,342.0315151515152,5.642424242424242
2024-03-07,Thursday,3_evening,43,15537.14,369.9319047619048,6.290238095238095
2024-03-07,Thursday,4_night,16,6431.82,401.98875,6.98125
2024-03-08,Friday,1_morning,35,13036.93,372.4837142857143,6.373428571428572
2024-03-08,Friday,2_daytime,30,10869.64,362.3213333333333,6.136333333333334
2024-03-08,Friday,3_evening,50,18088.94,369.1620408163265,6.297551020408163
2024-03-08,Friday,4_night,15,4296.52,286.4346666666667,4.251333333333333
2024-03-09,Saturday,1_morning,31,11854.52,395.15066666666667,6.952333333333333
2024-03-09,Saturday,2_daytime,34,11236.57,351.1428125,5.9396875
2024-03-09,Saturday,3_evening,48,16651.68,361.99304347826086,6.134782608695652
2024-03-09,Saturday,4_night,15,4302.75,307.3392857142857,4.7542857142857144
2024-03-10,Sunday,1_morning,41,15232.5,411.68918918918916,7.327027027027028
2024-03-10,Sunday,2_daytime,42,15565.35,379.64268292682925,6.636097560975609
2024-03-10,Sunday,3_evening,50,17228.44,358.9258333333333,6.018958333333334
2024-03-10,Sunday,4_night,11,3635.2599999999998,330.4781818181818,5.332727272727272
2024-03-11,Monday,1_morning,37,11951.55,331.98749999999995,5.414722222222222
2024-03-11,Monday,2_daytime,28,10046.99,386.4226923076923,6.642307692307692
2024-03-11,Monday,3_evening,40,13332.23,360.33054054054054,6.124864864864865
2024-03-11,Monday,4_night,13,3167.34,287.94,4.4763636363636365
2024-03-12,Tuesday,1_morning,51,18469.61,369.3922,6.3032
2024-03-12,Tuesday,2_daytime,33,10516.26,339.2341935483871,5.56741935483871
2024-03-12,Tuesday,3_evening,53,18251.5,350.99038461538464,5.834423076923077
2024-03-12,Tuesday,4_night,11,2740.09,249.09909090909093,3.48
2024-03-13,Wednesday,1_morning,51,17202.96,344.0592,5.6846000000000005
2024-03-13,Wednesday,2_daytime,44,15905.59,369.8974418604651,6.345813953488372
2024-03-13,Wednesday,3_evening,33,10363.76,323.8675,5.3071874999999995
2024-03-13,Wednesday,4_night,13,6554.76,504.2123076923077,9.463846153846154
2024-03-14,Thursday,1_morning,34,10118.06,306.60787878787875,4.862727272727272
2024-03-14,Thursday,2_daytime,37,11623.64,332.104,5.410571428571429
2024-03-14,Thursday,3_evening,49,16474.47,350.5206382978724,5.814042553191489
2024-03-14,Thursday,4_night,9,2959.7799999999997,328.8644444444444,5.337777777777777
2024-03-15,Friday,1_morning,31,12247.619999999999,395.08451612903224,6.9067741935483875
2024-03-15,Friday,2_daytime,37,12629.04,371.4423529411765,6.398235294117647
2024-03-15,Friday,3_evening,38,12626.380000000001,341.25351351351355,5.596486486486486
2024-03-15,Friday,4_night,13,5016.3099999999995,385.86999999999995,6.773076923076923
2024-03-16,Saturday,1_morning,39,14845.98,390.6836842105263,6.885789473684211
2024-03-16,Saturday,2_daytime,41,13936.02,348.4005,5.846500000000001
2024-03-16,Saturday,3_evening,49,17835.22,371.56708333333336,6.30375
2024-03-16,Saturday,4_night,13,7085.75,545.0576923076923,10.543076923076923
2024-03-17,Sunday,1_morning,35,10987.9,323.1735294117647,5.245882352941176
2024-03-17,Sunday,2_daytime,22,9275.93,441.7109523809524,8.045714285714284
2024-03-17,Sunday,3_evening,39,13097.17,344.66236842105263,5.7573684210526315
2024-03-17,Sunday,4_night,11,3276.96,297.9054545454546,4.526363636363636
2024-03-18,Monday,1_morning,29,9554.98,329.4820689655172,5.390689655172413
2024-03-18,Monday,2_daytime,38,12589.3,340.25135135135133,5.618378378378378
2024-03-18,Monday,3_evening,44,15729.19,403.3125641025641,7.211794871794871
2024-03-18,Monday,4_night,12,4192.03,381.09363636363634,6.5590909090909095
2024-03-19,Tuesday,1_morning,49,19251.04,392.8783673469388,6.884897959183673
2024-03-19,Tuesday,2_daytime,34,11919.87,372.4959375,6.416875
2024-03-19,Tuesday,3_evening,43,12187.5,297.2560975609756,4.537560975609756
2024-03-19,Tuesday,4_night,11,4492.67,408.42454545454547,7.246363636363637
2024-03-20,Wednesday,1_morning,42,12164.699999999999,304.11749999999995,4.792
2024-03-20,Wednesday,2_daytime,24,8411.35,350.47291666666666,5.9125000000000005
2024-03-20,Wednesday,3_evening,44,12957.99,308.5235714285714,4.977619047619048
2024-03-20,Wednesday,4_night,12,4064.74,338.7283333333333,5.634166666666666
2024-03-21,Thursday,1_morning,39,13621.42,358.4584210526316,6.037105263157895
2024-03-21,Thursday,2_daytime,31,9646.45,332.63620689655176,5.3999999999999995
2024-03-21,Thursday,3_evening,60,20230.46,361.25821428571425,6.167321428571428
2024-03-21,Thursday,4_night,11,4325.21,393.2009090909091,6.697272727272727
2024-03-22,Friday,1_morning,31,8992.37,310.0817241379311,4.956896551724138
2024-03-22,Friday,2_daytime,35,10477.12,327.41,5.3959375
2024-03-22,Friday,3_evening,38,15570.79,432.52194444444444,7.815277777777778
2024-03-22,Friday,4_night,11,5131.8099999999995,466.5281818181818,8.759090909090908
2024-03-23,Saturday,1_morning,37,13933.16,387.03222222222223,6.787777777777778
2024-03-23,Saturday,2_daytime,37,11330.25,306.22297297297297,4.852702702702703
2024-03-23,Saturday,3_evening,47,13286.17,295.24822222222224,4.557333333333333
2024-03-23,Saturday,4_night,13,3960.08,330.00666666666666,5.2625
2024-03-24,Sunday,1_morning,36,12385.91,353.88314285714284,5.946
2024-03-24,Sunday,2_daytime,30,11544.89,384.82966666666664,6.802333333333333
2024-03-24,Sunday,3_evening,44,14911.85,355.0440476190476,6.032380952380953
2024-03-24,Sunday,4_night,9,3695.17,410.57444444444445,7.246666666666666
2024-03-25,Monday,1_morning,36,10982.83,313.7951428571429,4.961142857142857
2024-03-25,Monday,2_daytime,29,8063.21,298.6374074074074,4.611481481481482
2024-03-25,Monday,3_evening,43,14250.78,339.30428571428575,5.656666666666666
2024-03-25,Monday,4_night,16,6964.3,464.2866666666667,8.537333333333333
2024-03-26,Tuesday,1_morning,44,15643.89,372.4735714285714,6.40404761904762
2024-03-26,Tuesday,2_daytime,28,10582.89,391.95888888888885,6.856296296296296
2024-03-26,Tuesday,3_evening,45,14694.710000000001,333.97068181818184,5.4725
2024-03-26,Tuesday,4_night,10,5820.14,582.014,11.24
2024-03-27,Wednesday,1_morning,34,13362.86,393.0252941176471,6.8291176470588235
2024-03-27,Wednesday,2_daytime,41,14725.21,368.13025,6.247249999999999
2024-03-27,Wednesday,3_evening,51,17547.84,350.9568,5.9124
2024-03-27,Wednesday,4_night,15,3897.61,278.4007142857143,4.069999999999999
2024-03-28,Thursday,1_morning,41,12930.27,331.54538461538465,5.405641025641025
2024-03-28,Thursday,2_daytime,33,11333.54,343.4406060606061,5.714545454545455
2024-03-28,Thursday,3_evening,51,18082.59,361.6518,6.155
2024-03-28,Thursday,4_night,16,5228.76,326.7975,5.335
2024-03-29,Friday,1_morning,36,12568.79,369.6702941176471,6.397058823529412
2024-03-29,Friday,2_daytime,29,10609.05,365.82931034482755,6.213448275862069
